Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Payload Data,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Geo-location Data,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source,Emit_Timestamp
2022-09-08 00:49:38,2.6.156.244,38.229.195.94,55535,59508,ICMP,507,Data,HTTP,"Distinctio reiciendis perferendis non in possimus corrupti. Animi necessitatibus ipsa sunt.
Quis repellendus suscipit nisi. Eveniet ullam rerum voluptates officiis.",,56.23,Alert Triggered,Malware,Known Pattern B,Logged,Medium,Adah Dyal,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/535.45.3 (KHTML, like Gecko) Version/5.0 Safari/535.45.3",Segment A,"Katihar, Tripura",92.18.178.195,Log Data,,Server,2026-03-26 15:04:00
2023-02-27 18:28:03,67.166.129.228,218.57.206.99,20875,43371,UDP,1485,Data,FTP,Numquam fuga natus veritatis vel facere. Exercitationem debitis eos repellendus dolorum iusto. Necessitatibus veniam quos. Enim fugit perferendis officiis labore.,,33.5,Alert Triggered,Malware,Known Pattern A,Ignored,Medium,Purab Dhillon,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/4.1),Segment B,"Hubli–Dharwad, Nagaland",74.232.74.122,Log Data,,Server,2026-03-26 15:04:01
2021-12-09 10:49:11,51.175.184.108,116.24.4.254,18344,37559,ICMP,1255,Control,DNS,"Debitis iure nihil aut hic distinctio corporis.
Laboriosam iste debitis vero ad. Dicta necessitatibus voluptatem iusto non dolorem consequatur temporibus. Repellat veniam enim ipsa magnam eius eos.",IoC Detected,73.8,,DDoS,Known Pattern A,Logged,Low,Shaan Bath,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; hy-AM) AppleWebKit/531.35.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6531.35.1",Segment A,"Dewas, Telangana",,,Alert Data,Server,2026-03-26 15:04:01
2022-11-10 13:05:52,12.103.4.97,201.199.4.193,9230,61244,TCP,353,Control,FTP,"Quisquam dolorem debitis vel ipsa earum amet.
Temporibus facere dolore velit odit natus asperiores. Veritatis optio libero harum commodi. Iure ducimus distinctio rem.",,48.33,Alert Triggered,Intrusion,Known Pattern A,Blocked,High,Hridaan Chand,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/62.0.859.0 Safari/531.2",Segment A,"Navi Mumbai, Telangana",68.39.12.74,,Alert Data,Server,2026-03-26 15:04:01
2023-07-21 23:19:23,195.186.227.143,193.164.65.130,55895,32258,ICMP,120,Data,DNS,Similique praesentium cumque fugiat nulla. Voluptas dolor veniam magni nesciunt. Vitae reprehenderit natus harum laudantium.,IoC Detected,39.79,,DDoS,Known Pattern A,Blocked,Medium,Nayantara Bhatti,Opera/9.12.(X11; Linux i686; ckb-IQ) Presto/2.9.171 Version/12.00,Segment C,"Rourkela, Tamil Nadu",105.55.192.110,,Alert Data,Server,2026-03-26 15:04:01
2022-10-05 16:44:29,150.249.74.83,172.57.5.203,3119,14610,TCP,1072,Data,HTTP,"Esse eum est unde perspiciatis similique accusamus autem. Commodi sequi repellendus.
Cupiditate expedita aliquam ratione eius facere amet harum. Earum incidunt quis nulla deleniti.",,28.21,,DDoS,Known Pattern A,Logged,High,Diya Sarin,Mozilla/5.0 (compatible; MSIE 6.0; Windows 95; Trident/5.0),Segment C,"Kharagpur, Uttar Pradesh",208.192.2.91,,Alert Data,Server,2026-03-26 15:04:01
2022-03-06 11:55:45,23.54.229.57,36.82.145.31,61405,22896,ICMP,1036,Control,DNS,Cumque optio incidunt aliquid. Blanditiis asperiores dolore magni nam voluptas accusamus laborum.,,55.18,Alert Triggered,DDoS,Known Pattern B,Blocked,High,Vaibhav Rana,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_2 rv:5.0; pl-PL) AppleWebKit/535.23.4 (KHTML, like Gecko) Version/5.1 Safari/535.23.4",Segment C,"Dhanbad, Jharkhand",189.15.245.202,Log Data,Alert Data,Server,2026-03-26 15:04:02
2020-11-01 04:00:35,30.54.210.246,207.254.14.29,59874,40101,ICMP,167,Data,FTP,Voluptatum quod praesentium minima doloremque. Non quisquam quod cum modi atque architecto.,IoC Detected,29.8,Alert Triggered,DDoS,Known Pattern B,Ignored,Low,Neelofar Sahota,"Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) FxiOS/13.6y7161.0 Mobile/76I411 Safari/532.1",Segment B,"Noida, Himachal Pradesh",181.149.207.217,Log Data,,Server,2026-03-26 15:04:02
2022-07-23 12:01:15,20.87.133.254,205.105.236.199,29201,12744,TCP,496,Data,FTP,Iusto voluptas harum accusamus nobis voluptatum quae. Magni ipsam quis officia. Voluptates odio atque ducimus pariatur eveniet ab.,IoC Detected,44.39,,Malware,Known Pattern B,Ignored,Low,Romil Khalsa,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/532.10.1 (KHTML, like Gecko) Version/4.1 Safari/532.10.1",Segment A,"Bongaigaon, Telangana",69.174.61.19,,,Server,2026-03-26 15:04:02
2023-07-09 20:39:53,38.200.6.140,152.192.74.111,4113,42190,TCP,1454,Data,DNS,Veritatis iusto suscipit praesentium adipisci. Quidem minus quibusdam rerum rerum facere dolorem facere. Itaque iste fugit exercitationem eveniet reiciendis.,IoC Detected,48.91,Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,Aradhya Bhargava,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/4.0),Segment C,"Raiganj, Karnataka",158.8.128.61,,,Firewall,2026-03-26 15:04:02
2020-11-29 23:39:42,42.74.228.98,219.101.227.153,40761,36730,UDP,803,Data,DNS,Sint delectus sint vitae doloribus magni perferendis. Rerum cum maiores quae illum tenetur facilis earum.,IoC Detected,49.94,,DDoS,Known Pattern A,Ignored,Low,Aradhya Wable,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/535.13.4 (KHTML, like Gecko) Version/5.0.3 Safari/535.13.4",Segment C,"Surendranagar Dudhrej, Himachal Pradesh",,,,Firewall,2026-03-26 15:04:02
2021-09-21 05:22:28,97.70.61.19,74.166.231.90,11535,23265,UDP,401,Control,DNS,"Non dolores vel alias magni quis omnis. Veniam illum dicta tenetur.
Magnam ratione magni explicabo. Magni inventore at eveniet enim fugit.",IoC Detected,40.68,Alert Triggered,Malware,Known Pattern B,Logged,High,Mamooty Balasubramanian,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_8 rv:2.0; sr-RS) AppleWebKit/535.28.7 (KHTML, like Gecko) Version/5.0.4 Safari/535.28.7",Segment A,"Bhusawal, Haryana",,Log Data,,Server,2026-03-26 15:04:03
2021-01-05 01:44:37,205.122.189.157,83.115.0.248,46823,17815,ICMP,830,Data,FTP,"Beatae voluptas deleniti delectus voluptatum nostrum. Quae voluptas dignissimos. Aliquam hic qui deleniti.
Odio ab ex a dicta odit dolores. Reiciendis enim tempora ex.",,37.76,Alert Triggered,Intrusion,Known Pattern B,Logged,Medium,Tushar Basak,Opera/9.92.(Windows NT 5.1; gd-GB) Presto/2.9.160 Version/10.00,Segment A,"Madurai, Punjab",,,,Server,2026-03-26 15:04:03
2023-09-05 15:38:32,158.116.73.71,104.4.0.200,52647,30585,ICMP,259,Control,DNS,Tenetur dolore pariatur reiciendis. Placeat ad dolores eaque eos veniam. Dolorum iste dolor blanditiis impedit repellendus blanditiis.,,97.34,Alert Triggered,Intrusion,Known Pattern B,Blocked,Medium,Sahil Maharaj,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; ku-TR) AppleWebKit/533.35.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6533.35.6",Segment B,"Tadepalligudem, Bihar",170.67.141.26,,Alert Data,Server,2026-03-26 15:04:03
2020-12-03 03:55:04,102.135.67.30,51.8.156.137,22927,56220,ICMP,829,Control,HTTP,"Odio voluptate a. Officia accusamus quo distinctio sequi nisi.
Ut ipsam aliquid quae odit.",IoC Detected,30.72,,Intrusion,Known Pattern B,Ignored,Medium,Yuvaan Madan,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/532.15.3 (KHTML, like Gecko) Version/4.0.5 Safari/532.15.3",Segment B,"Belgaum, Uttar Pradesh",,Log Data,Alert Data,Server,2026-03-26 15:04:03
2023-07-14 17:54:01,18.199.72.14,19.213.253.143,28494,65015,UDP,514,Data,DNS,Reiciendis at consequatur aspernatur id reprehenderit. Doloremque deserunt quod minima aliquid laudantium necessitatibus. Libero dolore accusantium magni expedita.,,64.28,Alert Triggered,Malware,Known Pattern A,Ignored,Medium,Charvi Sangha,Mozilla/5.0 (Android 6.0; Mobile; rv:47.0) Gecko/47.0 Firefox/47.0,Segment C,"Jamshedpur, Sikkim",,Log Data,,Server,2026-03-26 15:04:03
2020-08-22 20:25:09,212.254.248.143,62.242.12.153,52106,30555,UDP,1342,Control,FTP,"Quidem placeat iste dolorem ut. Dolorum deleniti eum enim. Fuga nesciunt laudantium.
Quae a porro. Reprehenderit aliquid saepe ea quos minus nam. Libero vero rem.",IoC Detected,72.22,,DDoS,Known Pattern A,Logged,High,Devansh Dhawan,Mozilla/5.0 (Android 3.2.3; Mobile; rv:17.0) Gecko/17.0 Firefox/17.0,Segment A,"Dewas, Meghalaya",,,,Server,2026-03-26 15:04:04
2020-04-11 02:29:02,164.229.157.132,101.186.144.146,4770,5897,TCP,959,Data,DNS,Reprehenderit occaecati officia dicta inventore modi. Consequatur consequatur modi. Nulla consequuntur tenetur soluta maxime nostrum.,,35.03,,Malware,Known Pattern A,Logged,High,Ayesha Lata,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_4 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) FxiOS/18.3s4268.0 Mobile/68F620 Safari/531.1",Segment B,"Alwar, Kerala",,Log Data,,Firewall,2026-03-26 15:04:04
2022-07-18 19:48:55,100.129.134.151,92.225.220.208,59709,18695,ICMP,1347,Control,DNS,Ut nam minima quo ut eveniet quaerat quas. Voluptates incidunt molestiae odit consequatur neque quasi. Facere vel omnis illum deleniti a.,IoC Detected,74.27,Alert Triggered,Malware,Known Pattern B,Blocked,Low,Divij Sethi,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/532.49.2 (KHTML, like Gecko) Version/4.1 Safari/532.49.2",Segment A,"Ajmer, Tripura",145.172.97.22,,Alert Data,Server,2026-03-26 15:04:04
2021-10-13 03:11:53,69.186.190.29,149.185.199.89,27955,43147,TCP,267,Data,HTTP,"Ducimus aut sint illum neque ut. Ipsam provident architecto at suscipit facilis suscipit. Nisi aliquam alias nihil sapiente.
Magnam natus voluptas nesciunt enim odio. Minima vel dolorem earum nam.",IoC Detected,11.88,Alert Triggered,Malware,Known Pattern B,Blocked,Medium,Nishith Shere,Opera/9.31.(X11; Linux x86_64; shs-CA) Presto/2.9.187 Version/12.00,Segment B,"Kulti, Uttar Pradesh",,Log Data,Alert Data,Server,2026-03-26 15:04:04
2020-09-07 13:46:02,76.32.122.64,44.84.232.242,42565,19110,ICMP,1333,Data,FTP,"Tempore nesciunt cumque excepturi incidunt nobis. Et dolore consequatur ipsam eaque provident sint. Animi consequatur nostrum.
Illum eaque deleniti perferendis. Rerum alias quis distinctio quos fuga.",,76.48,Alert Triggered,Intrusion,Known Pattern B,Logged,Medium,Abram Dada,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/532.14.7 (KHTML, like Gecko) Version/5.1 Safari/532.14.7",Segment C,"Tumkur, Goa",,Log Data,,Server,2026-03-26 15:04:04
2021-06-14 23:10:03,170.21.37.107,67.99.201.90,48634,52382,TCP,1148,Data,DNS,Quibusdam mollitia nihil necessitatibus odit. Libero consequatur laborum similique. Expedita dolores earum aliquam.,,92.11,Alert Triggered,DDoS,Known Pattern A,Logged,Medium,Tiya Mallick,Opera/8.83.(Windows NT 5.2; yue-HK) Presto/2.9.160 Version/10.00,Segment C,"Danapur, Madhya Pradesh",,,Alert Data,Server,2026-03-26 15:04:05
2023-07-03 11:56:24,221.170.69.152,93.98.141.246,33314,61417,UDP,1117,Control,HTTP,"Eveniet earum tempore consequatur esse aliquid nesciunt. Nam praesentium est.
Temporibus itaque amet atque praesentium. Cupiditate laboriosam qui numquam ea odit.",,69.05,Alert Triggered,Malware,Known Pattern B,Ignored,Low,Abram Bhakta,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_2; rv:1.9.2.20) Gecko/5230-12-12 20:14:59 Firefox/10.0,Segment A,"Thiruvananthapuram, Assam",167.174.90.105,Log Data,Alert Data,Firewall,2026-03-26 15:04:05
2020-05-27 22:53:29,6.130.253.169,122.25.183.183,47832,11760,ICMP,699,Data,DNS,"Maxime inventore doloribus assumenda architecto eaque. Labore iure quidem aliquid.
Corporis debitis necessitatibus dolore cumque. Consequuntur alias delectus vel illum ratione.",,41.36,Alert Triggered,Intrusion,Known Pattern A,Blocked,High,Amira Ram,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/4.0),Segment C,"Aurangabad, Arunachal Pradesh",,Log Data,,Firewall,2026-03-26 15:04:05
2022-02-02 04:22:39,1.13.138.222,171.50.23.75,35634,61482,ICMP,1469,Data,FTP,Porro quibusdam culpa quas voluptates dicta tenetur. Qui asperiores deserunt nisi dolore culpa necessitatibus. Soluta omnis reiciendis ad facere. Itaque in corporis tenetur molestiae dolorem.,,89.35,Alert Triggered,DDoS,Known Pattern A,Logged,High,Misha Mander,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Win 9x 4.90; Trident/5.1),Segment B,"Adoni, Assam",,Log Data,,Server,2026-03-26 15:04:05
2022-07-03 11:28:16,170.57.251.56,210.182.186.75,35702,40283,UDP,517,Control,DNS,Quasi eos delectus iusto aliquam fugiat temporibus sit. Deserunt nisi atque ipsam natus.,IoC Detected,4.93,Alert Triggered,DDoS,Known Pattern A,Blocked,Medium,Tejas Comar,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) CriOS/47.0.839.0 Mobile/06G757 Safari/532.0",Segment C,"Medininagar, Uttar Pradesh",26.178.128.64,,,Firewall,2026-03-26 15:04:05
2023-01-23 02:36:10,209.7.28.121,199.231.5.104,28514,25655,TCP,955,Control,HTTP,Voluptas nam ut vitae asperiores molestias. Illum praesentium dolore dicta amet repellat laboriosam. Repellendus ea officia fugiat voluptas laborum magnam eaque.,,64.61,Alert Triggered,Intrusion,Known Pattern B,Logged,High,Sahil Amble,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; mi-NZ) AppleWebKit/534.22.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6534.22.4",Segment B,"Singrauli, Jharkhand",,,,Server,2026-03-26 15:04:06
2022-01-25 01:07:31,134.83.192.53,223.207.52.108,11525,13413,UDP,1068,Data,HTTP,Esse veritatis commodi praesentium accusantium. Quis occaecati molestiae earum repellendus. Voluptatem reprehenderit voluptates atque eos.,,19.04,,Malware,Known Pattern A,Ignored,High,Shamik Banerjee,Mozilla/5.0 (Windows NT 5.2; af-ZA; rv:1.9.2.20) Gecko/5283-01-20 20:49:59 Firefox/3.6.8,Segment B,"Karnal, Gujarat",92.59.120.117,Log Data,,Firewall,2026-03-26 15:04:06
2020-10-31 05:26:41,17.18.69.194,20.247.191.113,1036,14847,ICMP,1369,Control,DNS,Tempora incidunt quaerat dolorum vel veniam deserunt. Consequatur reprehenderit accusamus veniam eos. Odio placeat aliquam non doloremque quam. Expedita repellendus quae dicta quis.,IoC Detected,32.32,Alert Triggered,DDoS,Known Pattern A,Logged,Medium,Shray Sani,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_0) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/45.0.840.0 Safari/532.0",Segment B,"Rampur, Arunachal Pradesh",,,,Firewall,2026-03-26 15:04:06
2022-07-27 14:55:11,173.147.225.53,49.17.78.126,25203,24912,ICMP,1124,Control,HTTP,Amet laborum magnam rem itaque. Maxime facilis pariatur non error modi dolore. Dolorum nostrum reprehenderit nisi quasi voluptatum repellendus.,,76.11,,Intrusion,Known Pattern B,Ignored,Medium,Reyansh Gill,"Mozilla/5.0 (Linux; Android 4.0.4) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/32.0.872.0 Safari/535.2",Segment A,"Amroha, Sikkim",,Log Data,Alert Data,Firewall,2026-03-26 15:04:06
2021-02-07 01:56:58,176.58.210.20,108.240.6.82,62170,16801,UDP,521,Control,HTTP,Suscipit neque architecto earum dignissimos qui dolore. Nostrum quidem voluptate quam quidem numquam magnam. Sit omnis reiciendis voluptatum animi laboriosam.,,85.25,Alert Triggered,Malware,Known Pattern A,Blocked,Medium,Rohan Tak,Opera/9.47.(Windows NT 5.1; shs-CA) Presto/2.9.165 Version/10.00,Segment A,"Satara, Maharashtra",,Log Data,Alert Data,Firewall,2026-03-26 15:04:06
2020-10-05 13:54:22,152.232.144.62,158.67.195.242,53028,34691,TCP,514,Data,DNS,Velit illum perferendis eius. Earum corporis voluptatum repellendus eius sequi voluptas. Eius soluta enim quasi voluptatum veritatis voluptatibus.,,98.82,,Intrusion,Known Pattern A,Logged,Medium,Advika Malhotra,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/35.0.889.0 Safari/535.2",Segment A,"Begusarai, Karnataka",7.169.117.93,,Alert Data,Server,2026-03-26 15:04:07
2021-12-11 23:30:28,51.100.13.216,113.102.55.244,64355,13497,ICMP,860,Data,HTTP,"Vitae quos eius quia dolor a optio.
Accusamus aliquid eligendi tempora. Aperiam error minus vel aliquam quia.
Sunt hic non modi facere. Sit voluptates consequuntur aspernatur.",IoC Detected,95.21,,DDoS,Known Pattern A,Blocked,High,Yashvi Wable,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3; rv:1.9.2.20) Gecko/5766-02-02 15:40:31 Firefox/13.0,Segment A,"Guntur, Goa",150.19.251.1,Log Data,Alert Data,Server,2026-03-26 15:04:07
2020-02-12 06:54:56,172.210.33.191,178.64.28.233,13482,6056,ICMP,1194,Control,FTP,Eaque vel enim aliquid occaecati facere quos. Quae repellat dignissimos ipsum eaque vero rem. Qui non cupiditate necessitatibus sunt voluptatum dicta.,IoC Detected,22.23,Alert Triggered,Malware,Known Pattern A,Logged,Low,Sahil Sura,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 4.0; Trident/3.1),Segment C,"Dewas, Rajasthan",114.212.33.217,,,Firewall,2026-03-26 15:04:07
2020-11-08 20:36:11,48.250.44.24,205.70.86.106,62654,22975,ICMP,653,Control,DNS,A expedita rerum tempore in qui. Cupiditate perspiciatis ducimus repudiandae adipisci eius eaque odit. Et dignissimos in magnam alias earum expedita.,IoC Detected,49.52,Alert Triggered,DDoS,Known Pattern A,Logged,High,Madhav Zacharia,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/4.1),Segment C,"Nagaon, Jharkhand",,Log Data,Alert Data,Firewall,2026-03-26 15:04:07
2021-08-09 19:20:33,11.124.50.165,132.157.46.249,64145,7810,UDP,377,Control,DNS,"Aut laudantium in explicabo deserunt iste. Sunt deserunt debitis. Sed itaque nesciunt dolore.
Delectus qui alias cupiditate. Nisi libero ab minus reprehenderit.",,51.2,,Intrusion,Known Pattern B,Logged,High,Saanvi Deo,Opera/8.52.(X11; Linux i686; om-KE) Presto/2.9.174 Version/12.00,Segment C,"Anantapur, Sikkim",,Log Data,Alert Data,Firewall,2026-03-26 15:04:07
2023-06-19 10:46:40,74.206.145.226,151.121.64.118,45781,15862,ICMP,1413,Control,HTTP,Vero at dolorum corrupti. Suscipit nesciunt temporibus laudantium laborum praesentium officiis. Necessitatibus in quibusdam repellendus.,IoC Detected,18.03,Alert Triggered,Intrusion,Known Pattern B,Blocked,Medium,Neelofar Sidhu,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_5 rv:5.0; an-ES) AppleWebKit/532.10.3 (KHTML, like Gecko) Version/4.0.4 Safari/532.10.3",Segment C,"Chittoor, Goa",,,,Server,2026-03-26 15:04:09
2022-06-18 09:10:09,7.86.170.136,78.38.19.203,18811,2328,UDP,296,Data,HTTP,Nostrum odit doloremque rem dolore. Ipsa laudantium laborum inventore. Aperiam et beatae quae deserunt nisi repellendus.,,74.11,Alert Triggered,Malware,Known Pattern A,Logged,Medium,Adira Andra,Opera/9.29.(X11; Linux x86_64; wae-CH) Presto/2.9.169 Version/10.00,Segment C,"Jaunpur, Chhattisgarh",23.138.153.185,,Alert Data,Firewall,2026-03-26 15:04:09
2020-03-06 21:37:49,21.124.208.233,38.145.215.91,48898,13768,UDP,918,Control,DNS,Velit temporibus enim voluptate consectetur. Architecto sit ad quas earum velit eaque nostrum.,,60.61,,Intrusion,Known Pattern B,Blocked,High,Nayantara Dubey,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/26.0.823.0 Safari/536.1",Segment C,"Katni, Tamil Nadu",49.55.7.246,Log Data,,Server,2026-03-26 15:04:09
2020-04-13 11:16:39,181.217.170.105,8.145.219.103,33846,49792,TCP,71,Data,FTP,"Repellat nobis voluptas perspiciatis laboriosam libero. Deserunt labore incidunt repellat.
Fuga unde assumenda commodi quam exercitationem. Excepturi similique eius porro aliquam eveniet modi.",,13.82,,DDoS,Known Pattern B,Logged,Medium,Dhruv Srinivas,Mozilla/5.0 (compatible; MSIE 6.0; Windows 95; Trident/4.1),Segment B,"Kishanganj, West Bengal",,,,Server,2026-03-26 15:04:09
2022-05-16 23:17:41,151.46.159.222,90.43.148.33,9550,57509,ICMP,832,Data,DNS,"Neque fugiat aspernatur animi quidem perspiciatis reprehenderit.
Consequuntur nostrum fugiat ut magnam. Iusto rem inventore adipisci aliquam laborum alias quis. Asperiores quae rem provident in.",IoC Detected,48.83,,DDoS,Known Pattern B,Ignored,Low,Indranil Sethi,Opera/9.60.(Windows 95; tr-TR) Presto/2.9.170 Version/12.00,Segment C,"Moradabad, Goa",129.127.197.197,Log Data,Alert Data,Firewall,2026-03-26 15:04:09
2021-12-28 22:38:29,63.160.51.65,210.23.2.255,44513,39152,UDP,1152,Control,FTP,Dignissimos distinctio veniam a ducimus. Dignissimos quas facilis tempore.,,99.23,Alert Triggered,Intrusion,Known Pattern B,Blocked,Medium,Jiya Kala,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_4 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) FxiOS/11.2j0527.0 Mobile/36I230 Safari/535.1",Segment B,"Dewas, Mizoram",,,,Firewall,2026-03-26 15:04:10
2022-10-15 02:18:58,30.253.59.209,13.197.185.68,19944,16192,ICMP,160,Control,DNS,Libero labore occaecati excepturi. Adipisci asperiores iure nisi itaque laudantium. Nesciunt laudantium neque tempora.,IoC Detected,95.27,Alert Triggered,DDoS,Known Pattern A,Ignored,Low,Zain Kar,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1 rv:6.0; se-NO) AppleWebKit/535.24.5 (KHTML, like Gecko) Version/5.1 Safari/535.24.5",Segment C,"Mysore, Uttarakhand",,,,Server,2026-03-26 15:04:10
2020-08-01 08:26:24,149.107.62.181,107.217.127.48,64827,8258,UDP,768,Control,HTTP,Dolorum repellendus illum consequatur eius. Eos voluptatem mollitia modi esse earum ex. Itaque libero reiciendis consequuntur aperiam atque quidem.,,90.29,,Malware,Known Pattern B,Blocked,Medium,Pihu Chhabra,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/34.0.848.0 Safari/536.2",Segment C,"Satna, Gujarat",,,,Server,2026-03-26 15:04:10
2021-12-27 06:46:25,31.218.72.30,157.237.14.205,46039,42439,ICMP,1366,Control,FTP,Cum at nulla consequatur corrupti. Amet id ipsam doloribus. Asperiores earum quaerat animi.,IoC Detected,86.69,Alert Triggered,DDoS,Known Pattern A,Blocked,Low,Tejas Kibe,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/3.0),Segment C,"Howrah, Karnataka",,,,Firewall,2026-03-26 15:04:10
